alpha,cache_miss
0.0,1010
0.004,419
0.008,419
0.012,418
0.016,418
0.02,418
0.024,418
0.028,418
0.032,418
0.036,419
0.04,613
0.044,615
0.048,617
0.052,617
0.056,619
0.06,621
0.064,630
0.068,1006
0.072,1006
0.076,1006
0.08,1006
0.084,1006
0.088,1006
0.092,1006
0.096,1006
0.1,1006
0.104,1006
0.108,1006
0.112,1006
0.116,1006
0.12,1006
0.124,1006
0.128,1006
0.132,1006
0.136,1006
0.14,1006
0.144,1003
0.148,615
0.152,612
0.156,612
0.16,613
0.164,613
0.168,613
0.172,613
0.176,613
0.18,613
0.184,613
0.188,613
0.192,613
0.196,613
0.2,613
0.204,613
0.208,613
0.212,613
0.216,613
0.22,613
0.224,613
0.228,613
0.232,613
0.236,613
0.24,613
0.244,613
0.248,613
0.252,613
0.256,613
0.26,613
0.264,613
0.268,613
0.272,613
0.276,613
0.28,611
0.284,611
0.288,611
0.292,611
0.296,611
0.3,611
0.304,611
0.308,611
0.312,611
0.316,611
0.32,611
0.324,809
0.328,809
0.332,809
0.336,809
0.34,809
0.344,809
0.348,809
0.352,809
0.356,810
0.36,810
0.364,810
0.368,810
0.372,810
0.376,613
0.38,612
0.384,612
0.388,612
0.392,612
0.396,612
0.4,612
0.404,612
0.408,612
0.412,612
0.416,612
0.42,612
0.424,612
0.428,612
0.432,612
0.436,612
0.44,612
0.444,612
0.448,612
0.452,612
0.456,612
0.46,612
0.464,612
0.468,612
0.472,612
0.476,612
0.48,612
0.484,612
0.488,612
0.492,612
0.496,612
0.5,612
0.504,612
0.508,612
0.512,612
0.516,612
0.52,612
0.524,612
0.528,612
0.532,612
0.536,612
0.54,612
0.544,612
0.548,612
0.552,612
0.556,612
0.56,612
0.564,612
0.568,612
0.572,612
0.576,612
0.58,612
0.584,612
0.588,612
0.592,612
0.596,612
0.6,612
0.604,612
0.608,612
0.612,612
0.616,612
0.62,612
0.624,612
0.628,612
0.632,612
0.636,612
0.64,612
0.644,612
0.648,612
0.652,612
0.656,612
0.66,612
0.664,612
0.668,612
0.672,612
0.676,612
0.68,612
0.684,612
0.688,612
0.692,612
0.696,612
0.7,612
0.704,612
0.708,612
0.712,612
0.716,612
0.72,612
0.724,612
0.728,612
0.732,612
0.736,809
0.74,809
0.744,809
0.748,809
0.752,809
0.756,809
0.76,809
0.764,809
0.768,809
0.772,809
0.776,809
0.78,809
0.784,809
0.788,809
0.792,809
0.796,809
