alpha,cache_miss
0.0,2006
0.004,2801
0.008,2801
0.012,2801
0.016,2801
0.02,2801
0.024,2802
0.028,2802
0.032,2802
0.036,2802
0.04,2802
0.044,2802
0.048,2803
0.052,2803
0.056,2803
0.06,2803
0.064,2803
0.068,2804
0.072,2804
0.076,2804
0.08,2804
0.084,2804
0.088,2804
0.092,2804
0.096,2804
0.1,2804
0.104,2804
0.108,2804
0.112,2804
0.116,2804
0.12,2804
0.124,2804
0.128,2804
0.132,2804
0.136,2805
0.14,2805
0.144,2805
0.148,2805
0.152,2805
0.156,2805
0.16,2805
0.164,2805
0.168,2805
0.172,2805
0.176,2805
0.18,2805
0.184,2806
0.188,2806
0.192,2807
0.196,2807
0.2,2808
0.204,2808
0.208,2809
0.212,3004
0.216,3006
0.22,3200
0.224,3200
0.228,3200
0.232,3200
0.236,3200
0.24,3199
0.244,3199
0.248,3201
0.252,3202
0.256,3203
0.26,3397
0.264,3397
0.268,3397
0.272,3397
0.276,3397
0.28,3397
0.284,3397
0.288,3397
0.292,3397
0.296,3397
0.3,3397
0.304,3397
0.308,3397
0.312,3397
0.316,3397
0.32,3397
0.324,3397
0.328,3397
0.332,3397
0.336,3397
0.34,3397
0.344,3397
0.348,3397
0.352,3396
0.356,3396
0.36,3396
0.364,3396
0.368,3396
0.372,3396
0.376,3396
0.38,3396
0.384,3398
0.388,3398
0.392,3398
0.396,3398
0.4,3398
0.404,3398
0.408,3398
0.412,3398
0.416,3398
0.42,3398
0.424,3398
0.428,3398
0.432,3398
0.436,3398
0.44,3398
0.444,3398
0.448,3398
0.452,3398
0.456,3398
0.46,3398
0.464,3398
0.468,3398
0.472,3398
0.476,3398
0.48,3398
0.484,3398
0.488,3398
0.492,3398
0.496,3398
0.5,3398
0.504,3398
0.508,3398
0.512,3398
0.516,3398
0.52,3398
0.524,3398
0.528,3398
0.532,3398
0.536,3398
0.54,3398
0.544,3398
0.548,3398
0.552,3398
0.556,3398
0.56,3398
0.564,3398
0.568,3398
0.572,3398
0.576,3398
0.58,3398
0.584,3398
0.588,3398
0.592,3398
0.596,3398
0.6,3398
0.604,3398
0.608,3398
0.612,3398
0.616,3398
0.62,3398
0.624,3398
0.628,3398
0.632,3398
0.636,3398
0.64,3398
0.644,3398
0.648,3398
0.652,3398
0.656,3398
0.66,3398
0.664,3398
0.668,3398
0.672,3398
0.676,3398
0.68,3398
0.684,3398
0.688,3398
0.692,3398
0.696,3398
0.7,3398
0.704,3398
0.708,3398
0.712,3398
0.716,3398
0.72,3398
0.724,3398
0.728,3398
0.732,3398
0.736,3398
0.74,3398
0.744,3398
0.748,3398
0.752,3398
0.756,3398
0.76,3398
0.764,3398
0.768,3398
0.772,3398
0.776,3398
0.78,3398
0.784,3398
0.788,3398
0.792,3398
0.796,3398
