alpha,cache_miss
0.0,1608
0.004,1216
0.008,1216
0.012,1216
0.016,1216
0.02,1216
0.024,1216
0.028,1216
0.032,1216
0.036,1216
0.04,1216
0.044,1216
0.048,1216
0.052,1216
0.056,1217
0.06,1216
0.064,1216
0.068,1216
0.072,1216
0.076,1216
0.08,1216
0.084,1216
0.088,1216
0.092,1216
0.096,1216
0.1,1217
0.104,1217
0.108,1217
0.112,1217
0.116,1218
0.12,1416
0.124,1609
0.128,1609
0.132,1610
0.136,1610
0.14,1611
0.144,1610
0.148,1610
0.152,1611
0.156,1610
0.16,1801
0.164,1801
0.168,1801
0.172,1802
0.176,1798
0.18,1412
0.184,1412
0.188,1413
0.192,1413
0.196,1416
0.2,1805
0.204,1805
0.208,1804
0.212,1804
0.216,1804
0.22,1805
0.224,1805
0.228,1805
0.232,1805
0.236,1805
0.24,1804
0.244,1804
0.248,1804
0.252,1804
0.256,1804
0.26,1804
0.264,1804
0.268,1804
0.272,1804
0.276,1804
0.28,1804
0.284,1804
0.288,1804
0.292,1803
0.296,1706
0.3,1609
0.304,1609
0.308,1609
0.312,1608
0.316,1607
0.32,1608
0.324,1608
0.328,1608
0.332,1706
0.336,1706
0.34,1706
0.344,1706
0.348,1706
0.352,1706
0.356,1608
0.36,1608
0.364,1608
0.368,1608
0.372,1608
0.376,1608
0.38,1608
0.384,1608
0.388,1607
0.392,1607
0.396,1607
0.4,1607
0.404,1607
0.408,1607
0.412,1607
0.416,1607
0.42,1607
0.424,1607
0.428,1607
0.432,1607
0.436,1607
0.44,1605
0.444,1605
0.448,1606
0.452,1606
0.456,1606
0.46,1606
0.464,1409
0.468,1409
0.472,1409
0.476,1409
0.48,1409
0.484,1409
0.488,1409
0.492,1409
0.496,1409
0.5,1409
0.504,1409
0.508,1409
0.512,1409
0.516,1409
0.52,1409
0.524,1409
0.528,1409
0.532,1409
0.536,1409
0.54,1409
0.544,1409
0.548,1409
0.552,1409
0.556,1409
0.56,1409
0.564,1409
0.568,1409
0.572,1409
0.576,1409
0.58,1409
0.584,1409
0.588,1409
0.592,1409
0.596,1409
0.6,1409
0.604,1409
0.608,1409
0.612,1409
0.616,1409
0.62,1409
0.624,1409
0.628,1409
0.632,1409
0.636,1409
0.64,1409
0.644,1409
0.648,1409
0.652,1409
0.656,1409
0.66,1409
0.664,1409
0.668,1409
0.672,1409
0.676,1409
0.68,1409
0.684,1409
0.688,1409
0.692,1409
0.696,1409
0.7,1409
0.704,1409
0.708,1409
0.712,1409
0.716,1409
0.72,1409
0.724,1409
0.728,1409
0.732,1409
0.736,1409
0.74,1409
0.744,1409
0.748,1409
0.752,1409
0.756,1409
0.76,1409
0.764,1409
0.768,1409
0.772,1409
0.776,1409
0.78,1409
0.784,1409
0.788,1409
0.792,1409
0.796,1409
