alpha,cache_miss
0.0,1808
0.004,1985
0.008,1999
0.012,2003
0.016,2005
0.02,2005
0.024,2005
0.028,2005
0.032,2005
0.036,2005
0.04,2005
0.044,2005
0.048,2005
0.052,2005
0.056,2005
0.06,2004
0.064,2004
0.068,2004
0.072,2004
0.076,2004
0.08,2004
0.084,2002
0.088,2002
0.092,2002
0.096,2002
0.1,2002
0.104,2002
0.108,2002
0.112,2002
0.116,2002
0.12,2003
0.124,2003
0.128,2003
0.132,2004
0.136,2004
0.14,2005
0.144,2005
0.148,1909
0.152,1908
0.156,1908
0.16,2004
0.164,2004
0.168,2004
0.172,2003
0.176,2001
0.18,1613
0.184,1613
0.188,1612
0.192,1613
0.196,1616
0.2,1809
0.204,1809
0.208,1809
0.212,1809
0.216,1809
0.22,1906
0.224,1906
0.228,1906
0.232,1906
0.236,1905
0.24,1907
0.244,1907
0.248,1907
0.252,1907
0.256,1907
0.26,1907
0.264,1907
0.268,1907
0.272,1907
0.276,1907
0.28,1905
0.284,1906
0.288,2003
0.292,2003
0.296,2003
0.3,1808
0.304,1808
0.308,1809
0.312,1807
0.316,1807
0.32,1807
0.324,1807
0.328,1807
0.332,1807
0.336,1807
0.34,1807
0.344,1807
0.348,1807
0.352,1807
0.356,1709
0.36,1709
0.364,1709
0.368,1709
0.372,1709
0.376,1709
0.38,1709
0.384,1709
0.388,1708
0.392,1708
0.396,1708
0.4,1708
0.404,1708
0.408,1708
0.412,1708
0.416,1708
0.42,1708
0.424,1708
0.428,1708
0.432,1708
0.436,1708
0.44,1708
0.444,1708
0.448,1708
0.452,1708
0.456,1708
0.46,1708
0.464,1610
0.468,1610
0.472,1610
0.476,1610
0.48,1609
0.484,1609
0.488,1609
0.492,1609
0.496,1609
0.5,1609
0.504,1609
0.508,1609
0.512,1609
0.516,1609
0.52,1609
0.524,1609
0.528,1609
0.532,1609
0.536,1609
0.54,1609
0.544,1609
0.548,1609
0.552,1609
0.556,1609
0.56,1609
0.564,1609
0.568,1609
0.572,1609
0.576,1609
0.58,1609
0.584,1609
0.588,1609
0.592,1609
0.596,1609
0.6,1609
0.604,1609
0.608,1609
0.612,1609
0.616,1609
0.62,1609
0.624,1609
0.628,1609
0.632,1609
0.636,1609
0.64,1609
0.644,1609
0.648,1609
0.652,1609
0.656,1609
0.66,1609
0.664,1609
0.668,1609
0.672,1609
0.676,1609
0.68,1609
0.684,1609
0.688,1609
0.692,1609
0.696,1609
0.7,1609
0.704,1609
0.708,1609
0.712,1609
0.716,1609
0.72,1609
0.724,1609
0.728,1609
0.732,1609
0.736,1609
0.74,1609
0.744,1609
0.748,1609
0.752,1609
0.756,1609
0.76,1609
0.764,1609
0.768,1609
0.772,1609
0.776,1609
0.78,1609
0.784,1609
0.788,1609
0.792,1609
0.796,1609
