alpha,cache_miss
0.0,1608
0.004,1620
0.008,1768
0.012,1787
0.016,1782
0.02,1778
0.024,1219
0.028,1411
0.032,1409
0.036,1409
0.04,1408
0.044,1406
0.048,1407
0.052,1407
0.056,1407
0.06,1407
0.064,1407
0.068,1407
0.072,1407
0.076,1407
0.08,1407
0.084,1407
0.088,1407
0.092,1407
0.096,1407
0.1,1407
0.104,1407
0.108,1407
0.112,1407
0.116,1409
0.12,1409
0.124,1409
0.128,1409
0.132,1409
0.136,1410
0.14,1410
0.144,1410
0.148,1410
0.152,1410
0.156,1410
0.16,1410
0.164,1410
0.168,1410
0.172,1410
0.176,1409
0.18,1409
0.184,1409
0.188,1409
0.192,1409
0.196,1409
0.2,1409
0.204,1409
0.208,1408
0.212,1408
0.216,1605
0.22,1605
0.224,1605
0.228,1605
0.232,1605
0.236,1605
0.24,1606
0.244,1606
0.248,1606
0.252,1607
0.256,1607
0.26,1607
0.264,1607
0.268,1607
0.272,1607
0.276,1607
0.28,1607
0.284,1410
0.288,1410
0.292,1410
0.296,1607
0.3,1607
0.304,1607
0.308,1607
0.312,1607
0.316,1607
0.32,1607
0.324,1607
0.328,1607
0.332,1607
0.336,1607
0.34,1607
0.344,1411
0.348,1411
0.352,1411
0.356,1411
0.36,1411
0.364,1410
0.368,1410
0.372,1803
0.376,1803
0.38,1803
0.384,1606
0.388,1606
0.392,1605
0.396,1605
0.4,1605
0.404,1605
0.408,1605
0.412,1605
0.416,1211
0.42,1211
0.424,1210
0.428,1210
0.432,1210
0.436,1210
0.44,1210
0.444,1210
0.448,1210
0.452,1210
0.456,1210
0.46,1210
0.464,1210
0.468,1210
0.472,1210
0.476,1210
0.48,1606
0.484,1606
0.488,1606
0.492,1606
0.496,1606
0.5,1408
0.504,1408
0.508,1408
0.512,1408
0.516,1408
0.52,1408
0.524,1408
0.528,1408
0.532,1408
0.536,1408
0.54,1408
0.544,1408
0.548,1408
0.552,1408
0.556,1408
0.56,1408
0.564,1408
0.568,1408
0.572,1408
0.576,1408
0.58,1408
0.584,1408
0.588,1408
0.592,1408
0.596,1409
0.6,1409
0.604,1409
0.608,1409
0.612,1211
0.616,1211
0.62,1211
0.624,1211
0.628,1211
0.632,1211
0.636,1211
0.64,1211
0.644,1211
0.648,1210
0.652,1210
0.656,1210
0.66,1210
0.664,1210
0.668,1210
0.672,1210
0.676,1210
0.68,1210
0.684,1210
0.688,1210
0.692,1210
0.696,1210
0.7,1210
0.704,1210
0.708,1210
0.712,1210
0.716,1210
0.72,1210
0.724,1210
0.728,1210
0.732,1210
0.736,1210
0.74,1210
0.744,1608
0.748,1608
0.752,1608
0.756,1608
0.76,1608
0.764,1608
0.768,1608
0.772,1608
0.776,1608
0.78,1608
0.784,1608
0.788,1608
0.792,1608
0.796,1608
